external_identify,subject,price,posted_date,category,category_name,rooms,size,toilets,floors,width,length,location,longitude,latitude,owner,street_name,ward,ward_name,area,area_name,region,region_name
141090613,58m2 ô góc tam hưng đường morning chỉ nhỉnh 1 tỷ,1320000000,1673150147977,1040,Đất,,,,,,,"20.87558,105.7897",105.7897,20.87558,False,,462,Xã Tam Hưng,127,Huyện Thanh Oai,,
138404523,Đất mặt tiền Bát Khối- Cho thuê- xây Biệt thự,9000000000,1673150118000,1040,Đất,,,,,,,"21.018677,105.88481",105.88481,21.018677,False,,51,Phường Long Biên,81,Quận Long Biên,,
141400044,Đất mặt tiền sông 1500m2 300m2 thổ cư,2500000000,1673150094000,1040,Đất,,,,,,,"20.2888,106.0121",106.0121,20.2888,False,,9609,Xã Thủy Đông,32,Huyện Thạnh Hóa,,
140903840,"CHÍNH CHỦ BÁN LÔ GÓC 125 M2 4,25 TỶ LÒ LU QUẬN 9.",4250000000,1673150092638,1040,Đất,,,,,,,"10.82647,106.81859",106.81859,10.82647,False,,9258,Phường Trường Thạnh (Quận 9 cũ),119,Thành phố Thủ Đức,,
141400021,"Đất Cư mgard gầnTP,MTdài 12m, đường đá oto ok,99tr",99000000,1673150055000,1040,Đất,,,,,,,"12.91772,108.03862",108.03862,12.91772,False,,8337,Xã Ea M'DRóh,53,Huyện Cư M'gar,,
141278530,"Đất sổ đỏ 60m2 Phan Đình Giót, Phg.Sài, Nha Trang",1980000000,1673150007275,1040,Đất,,,,,,,"12.25228,109.1847",109.1847,12.25228,False,,7617,Phường Phương Sài,44,Thành phố Nha Trang,,
135323150,"Bán đất K65 Trần Xuân Lê, Thanh Khê.Hướng Đông Bắc",2050000000,1673149918696,1040,Đất,,,,,,,"16.05873,108.18747",108.18747,16.05873,False,,6868,Phường Hòa Khê,17,Quận Thanh Khê,,
131694017,Bán lô đất đường Lê Quang Đạo khu phố du lịch,12000000,1673149861257,1040,Đất,,,,,,,"16.05102,108.24527",108.24527,16.05102,False,,6889,Phường Mỹ An,17,Quận Ngũ Hành Sơn,,
141049308,"Bán đất Metro Long Bình, ngay bến xe MĐ mới",50000000,1673149854186,1040,Đất,,,,,,,"10.89155,106.82636",106.82636,10.89155,False,,9250,Phường Long Bình (Quận 9 cũ),119,Thành phố Thủ Đức,,
136683488,Chính Chủ cần tiền bán nhanh lô 51m2 vị trí đẹp,3990000000,1673149745595,1040,Đất,,,,,,,"10.80439,106.7966",106.7966,10.80439,False,,9262,Phường Phú Hữu (Quận 9 cũ),119,Thành phố Thủ Đức,,
141311310,Chính Chủ bán đất 110m2 có 3tỷ An phú Đông Quận 12,3400000000,1673149717527,1040,Đất,,,,,,,"10.85608,106.68718",106.68718,10.85608,False,,9232,Phường An Phú Đông,107,Quận 12,,
139210349,Bán Đất Củ Chi DT 20m × 38m = 766m ( Có 300m TC ),4700000000,1673149651000,1040,Đất,,,,,,,"11.01652,106.50572",106.50572,11.01652,False,,9481,Xã Nhuận Đức,116,Huyện Củ Chi,,
139706147,Bán đất biệt thự mặt sông Cổ Cò - X3 Aqua Complex,4000000000,1673149475186,1040,Đất,,,,,,,"15.91676,108.30077",108.30077,15.91676,False,,6989,Phường Điện Dương,16,Thị xã Điện Bàn,,
141399571,"Cần bán đất CLN 42m×50m,dtcn 2500m(NH 55m)",2500000000,1673149431000,1040,Đất,,,,,,,"11.5942,108.07653",108.07653,11.5942,False,,8613,Xã Gung Ré,57,Huyện Di Linh,,
141398996,CC bán đất Palama giá rẻ hơn thị trường vài trăm,1300000000,1673149417000,1040,Đất,,,,,,,"12.92272,108.27322",108.27322,12.92272,False,,8286,Phường An Lạc,53,Thị Xã Buôn Hồ,,
138451148,Lô đất đẹp ngay ĐH Công Nghệ Trảng Dài,1250000000,1673149390000,1040,Đất,,,,,,,"10.98454,106.86825",106.86825,10.98454,False,,8964,Phường Trảng Dài,13,Thành phố Biên Hòa,,
141399568,Bán đất thổ cư mặt tiền sông Sài Gòn 434m2,60000000000,1673149388000,1040,Đất,,,,,,,"10.83302,106.71872",106.71872,10.83302,False,,9244,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),119,Thành phố Thủ Đức,,
140154133,"Đất Đức Hòa, 5.620m2 có 2.600m2 tc, Giá 16 tỷ",16000000000,1673149384675,1040,Đất,,,,,,,"10.93595,106.34131",106.34131,10.93595,False,,9632,Xã Hiệp Hòa,32,Huyện Đức Hòa,,
139836190,🏆  Bán 2 lô đất nghỉ dưỡng tuyệt đẹp tại Măng lin,7500000000,1673149374651,1040,Đất,,,,,,,"11.969922,108.42766",108.42766,11.969922,False,,8520,Phường 7,57,Thành phố Đà Lạt,,
136587552,"DT116m2, đường 24m,MT5m,chuyên KD,cần tiền bán gấp",4950000000,1673149361574,1040,Đất,,,,,,,"21.042326,105.54157",105.54157,21.042326,False,,413,Xã Bình Yên,91,Huyện Thạch Thất,,
141399499,NGỘP LÃI BÁN R.Ẻ LÔ ĐẤT VƯỜN THĂNG CÓ 200m2 THỔ CƯ,550000000,1673149289000,1040,Đất,,,,,,,"15.69945,108.39255",108.39255,15.69945,False,,7069,Xã Bình Định Bắc,16,Huyện Thăng Bình,,
141342456,lô đất đường 19 khu dân cư khang điền quận 9,14500000000,1673149268085,1040,Đất,,,,,,,"10.81787,106.78261",106.78261,10.81787,False,,9256,Phường Phước Long B (Quận 9 cũ),119,Thành phố Thủ Đức,,
126422644,"Bán gấp đất đường Nguyễn cữu phú, Trần đại nghĩa",3700000000,1673149218734,1040,Đất,,,,,,,"10.74496,106.58424",106.58424,10.74496,False,,9516,Xã Tân Kiên,115,Huyện Bình Chánh,,
140867811,bán đất mặt tiền đường nhựa thị trấn vĩnh an,1500000000,1673149190467,1040,Đất,,,,,,,"11.0755,107.0445",107.0445,11.0755,False,,9027,Thị trấn Vĩnh An,13,Huyện Vĩnh Cửu,,
135825066,"760m2 thổ, hẻm nhựa 6m, ĐS8, P Linh Xuân,TĐ",22000000000,1673149170000,1040,Đất,,,,,,,"10.87844,106.77618",106.77618,10.87844,False,,9238,Phường Linh Xuân (Quận Thủ Đức cũ),119,Thành phố Thủ Đức,,
141399193,Lô đất Khủng Điện Biên Phủ P25 6x23m chỉ 12 tỷ TL,12000000000,1673149166000,1040,Đất,,,,,,,"10.80408,106.71333",106.71333,10.80408,False,,9284,Phường 25,109,Quận Bình Thạnh,,
141399392,BÁN 12M×30 TC80. TX BUÔN HỒ ĐẮK LẮK.CÁCH QL29 400M,250000000,1673149158000,1040,Đất,,,,,,,"12.90412,108.25842",108.25842,12.90412,False,,8292,Xã Ea Drông,53,Thị Xã Buôn Hồ,,
141339119,Đất 138m2 KDL-BCR-Tam Đa-P Trường Thạnh.Thủ Đức,3950000000,1673149120197,1040,Đất,,,,,,,"10.811752,106.83259",106.83259,10.811752,False,,9258,Phường Trường Thạnh (Quận 9 cũ),119,Thành phố Thủ Đức,,
140003708,"1,1 heta thổ +5,000V, 3MT TL839 Bình H Hưng, Đ Huệ",12500000000,1673149108103,1040,Đất,,,,,,,"10.83874,106.29265",106.29265,10.83874,False,,9622,Xã Bình Hòa Hưng,32,Huyện Đức Huệ,,
139082569,"1,050m2 thổ + nhà, đường 5m, nhơn T Trung, TPTA,LA",3400000000,1673149073000,1040,Đất,,,,,,,"10.55579,106.4344",106.4344,10.55579,False,,9548,Xã Nhơn Thạnh Trung,32,Thành phố Tân An,,
133765405,Đất Mặt Tiền View Kênh đường 8m đá xanh,1250000000,1673149059762,1040,Đất,,,,,,,"10.652213,106.3831",106.3831,10.652213,False,,9662,Xã Tân Thành,32,Huyện Thủ Thừa,,
139250399,Bán vài mảnh Đất Tam Hưng giá đầu tư rất đẹp & rẻ,1250000000,1673148957057,1040,Đất,,,,,,,"20.88353,105.78829",105.78829,20.88353,False,,462,Xã Tam Hưng,127,Huyện Thanh Oai,,
136282226,"ĐẤT MẶT TIỀN, SỔ SẴN, RẺ HƠN XUNG QUANH 3TR",1400000000,1673148942942,1040,Đất,,,,,,,"10.87172,106.97636",106.97636,10.87172,False,,9069,Xã An Viễn,13,Huyện Trảng Bom,,
140038809,"Cần bán lô đất 4000m2 cách quốc lộ 14 , 1,5km",220000000,1673148908648,1040,Đất,,,,,,,"13.83481,108.08548",108.08548,13.83481,False,,8264,Xã Ia BLứ,56,Huyện Chư Pưh,,
141399231,Chính chủ bán lô đất mặt tiền QL1A. Thổ cư 100%,1100000000,1673148895000,1040,Đất,,,,,,,"10.40095,106.32098",106.32098,10.40095,False,,9835,Xã Thân Cửu Nghĩa,34,Huyện Châu Thành,,
136806009,Bán lỗ vốn nhựa đá bạc chỉ 100tr/m bán trước tết,3600000000,1673148769000,1040,Đất,,,,,,,"10.593945,107.278465",107.278465,10.593945,False,,9177,Xã Đá Bạc,10,Huyện Châu Đức,,
141397964,Tam phước 33x14 giá 3tỷ,2999999000,1673148707000,1040,Đất,,,,,,,"10.863195,106.92411",106.92411,10.863195,False,,8991,Phường Tam Phước,13,Thành phố Biên Hòa,,
141399125,Nền ngợp 5x25 đối diện trường tiểu học Bình thuỷ,2700000000,1673148698000,1040,Đất,,,,,,,"10.06295,105.73707",105.73707,10.06295,False,,10748,Phường Bình Thủy,27,Quận Bình Thuỷ,,
141399116,Cần bán gấp 16964 m2; đất nuôi trồng thủy sản,1000000000,1673148696000,1040,Đất,,,,,,,"9.29907,105.32261",105.32261,9.29907,False,,11041,Xã Phong Thạnh Tây,25,Thị xã Giá Rai,,
138837805,1000m2 PHÍA NAM HỘI AN GIÁ CHỈ 499TR,399000000,1673148650000,1040,Đất,,,,,,,"15.65107,108.26752",108.26752,15.65107,False,,7060,Xã Bình Dương,16,Huyện Thăng Bình,,
141371779,đất thị trấn đức hoà cách công viên võ vân tần 5p,1200000000,1673148639163,1040,Đất,,,,,,,"10.821815,106.457085",106.457085,10.821815,False,,9627,Thị trấn Đức Hòa,32,Huyện Đức Hòa,,
141399109,đất Bảo Bình giá rẻ 750triệu/sổ/hơn 1000m2,750000000,1673148633000,1040,Đất,,,,,,,"10.81544,107.296196",107.296196,10.81544,False,,9087,Xã Bảo Bình,13,Huyện Cẩm Mỹ,,
140844346,BÁN GẤP ĐẤT Đ. TRẦN QUANG KHẢI. GẦN CHỢ DĨ AN 1,2550000000,1673148629094,1040,Đất,,,,,,,"9.9824,105.09932",105.09932,9.9824,False,,8942,Phường Đông Hòa,11,Thành phố Dĩ An,,
136683106,Đất Võ Văn Hát gần khu Sam Sung- Công Nghệ Cao.,3100000000,1673148553386,1040,Đất,,,,,,,"10.81573,106.80714",106.80714,10.81573,False,,9260,Phường Long Trường (Quận 9 cũ),119,Thành phố Thủ Đức,,
137417748,CHÍNH CHỦ BÁN NỀN THỔ CƯ TRUNG TÂM TP CẦN THƠ,3390000000,1673148523283,1040,Đất,,,,,,,"10.04917,105.76877",105.76877,10.04917,False,,10729,Phường An Hòa,27,Quận Ninh Kiều,,
141399009,bán 1 mẫu 5 nghỉ dưỡng sông trầu,22000000000,1673148509000,1040,Đất,,,,,,,"10.96638,107.01606",107.01606,10.96638,False,,9058,Xã Sông Trầu,13,Huyện Trảng Bom,,
141399011,Đất mặt tiền kinh doanh Dx006 Phú mỹ,2900000000,1673148503000,1040,Đất,,,,,,,"11.03225,106.68375",106.68375,11.03225,False,,8881,Phường Phú Mỹ,11,Thành phố Thủ Dầu Một,,
141398908,Bán đất giáp quốc lộ 24 giáp suối đá lớn,470000000,1673148436000,1040,Đất,,,,,,,"14.49275,108.22079",108.22079,14.49275,False,,8006,Xã Tân Lập,55,Huyện Kon Rẫy,,
140957347,Đất 2 mặt tiền,444444444,1673148405501,1040,Đất,,,,,,,"10.0147,105.74681",105.74681,10.0147,False,,10740,Phường An Bình,27,Quận Ninh Kiều,,
140052028,Góc 2 mặt 12x24 xây nhà vườn kho xưởng,10800000000,1673148273624,1040,Đất,,,,,,,"10.87703,106.67937",106.67937,10.87703,False,,9228,Phường Thạnh Lộc,107,Quận 12,,
130108965,Nền hẻm 623 Trần Hưng Đạo. P.3. TP.ST,750000000,1673148215312,1040,Đất,,,,,,,"9.58466,105.97418",105.97418,9.58466,False,,10896,Phường 3,33,Thành phố Sóc Trăng,,
141398791,"BÁN ĐẤT THỔ CƯ S= 42Mv,GẦN ỦY BAN HUYỆN HOÀI ĐỨC",1850000000,1673148188000,1040,Đất,,,,,,,"21.07232,105.69257",105.69257,21.07232,False,,361,Xã Đức Thượng,89,Huyện Hoài Đức,,
136260562,"DT112m2, 30m ra hồ tân xã, sát FPT",2000000000,1673148163937,1040,Đất,,,,,,,"21.027771,105.55769",105.55769,21.027771,False,,419,Xã Tân Xã,91,Huyện Thạch Thất,,
138960850,CẦN BÁN GẤP LÔ ĐẤT THU VỐN VỀ AN NHƠN TÂY,1750000000,1673148104598,1040,Đất,,,,,,,"11.08237,106.48361",106.48361,11.08237,False,,9480,Xã An Nhơn Tây,116,Huyện Củ Chi,,
141309925,"6.300m2 lộ ô tô mới nâng cấp 4m, Tân Thới, P Điền",12000000000,1673147972887,1040,Đất,,,,,,,"10.0412,105.64437",105.64437,10.0412,False,,10796,Xã Tân Thới,27,Huyện Phong Điền,,
141398593,Bán 191.8 m2 đất cách DT744 khoảng 150 xã Phú An,1680000000,1673147881000,1040,Đất,,,,,,,"11.062709,106.587875",106.587875,11.062709,False,,8913,Xã Phú An,11,Thị xã Bến Cát,,
132817582,Bán Đất 8*15 Vĩnh Lộc A Chợ Nữ Dân Công,1290000000,1673147729695,1040,Đất,,,,,,,"10.84063,106.55931",106.55931,10.84063,False,,9511,Xã Vĩnh Lộc A,115,Huyện Bình Chánh,,
141398479,"Cần tiền bán lỗ gần 2 tỷ, bán đất tặng nhà cũ.",4500000000,1673147690000,1040,Đất,,,,,,,"16.05086,108.21964",108.21964,16.05086,False,,6876,Phường Hòa Thuận Đông,17,Quận Hải Châu,,
141382026,Tôi Cần Bán lô đất 56m2 Đường 8 Long Phước,1260000000,1673147552507,1040,Đất,,,,,,,"10.80778,106.8642",106.8642,10.80778,False,,9259,Phường Long Phước (Quận 9 cũ),119,Thành phố Thủ Đức,,
133535062,"Bán đất đt 9995m, giâ 46 tỉ, cần giuộc.long an",46000000000,1673147500112,1040,Đất,,,,,,,"10.589629,106.65745",106.65745,10.589629,False,,9710,Xã Trường Bình,32,Huyện Cần Giuộc,,
139020668,Bán xưởng và nhà mặt tiền Vĩnh Lộc,20000000000,1673147486965,1040,Đất,,,,,,,"10.77869,106.55293",106.55293,10.77869,False,,9510,Xã Phạm Văn Hai,115,Huyện Bình Chánh,,
141321232,450m2 CÓ THỔ CƯ Ở THĂNG BÌNH ĐƯỜNG OTO GIÁ CHỈ 5xx,549000000,1673147403517,1040,Đất,,,,,,,"15.74607,108.35655",108.35655,15.74607,False,,7069,Xã Bình Định Bắc,16,Huyện Thăng Bình,,
141398248,long phước 37.5x19 thổ cư 100%,9500000000,1673147327000,1040,Đất,,,,,,,"10.718385,106.994896",106.994896,10.718385,False,,9104,Xã Long Phước,13,Huyện Long Thành,,
141398175,💯 CC bán đất mặt phố Trần Thánh Tông - Ngọc Châu,3650000000,1673147216000,1040,Đất,,,,,,,"20.93984,106.34495",106.34495,20.93984,False,,3602,Phường Ngọc Châu,4,Thành phố Hải Dương,,
140062922,chính chủ bán đất 5x20=265tr,265000000,1673147029402,1040,Đất,,,,,,,"10.78474,106.52107",106.52107,10.78474,False,,9514,Xã Lê Minh Xuân,115,Huyện Bình Chánh,,
129360951,"DT60m2, lô góc (HƠN 1 TỶ/ LÔ )TDC đai học quốc",1600000000,1673146966126,1040,Đất,,,,,,,"21.00152,105.52161",105.52161,21.00152,False,,415,Xã Thạch Hoà,91,Huyện Thạch Thất,,
141397928,Nền đẹp giá ngợp 75m2 đối diện công viên.,1300000000,1673146954000,1040,Đất,,,,,,,"10.10102,105.70132",105.70132,10.10102,False,,10746,Phường Phước Thới,27,Quận Ô Môn,,
141397950,Nền thổ cư mặt tiền đường Hàng Xoài Cái Răng kế ĐH,3900000000,1673146880000,1040,Đất,,,,,,,"9.99787,105.75179",105.75179,9.99787,False,,10756,Phường Lê Bình,27,Quận Cái Răng,,
141397894,"đất bình minh,102m2,shr,thổ cư 100%, trường cấp 2",1250000000,1673146875000,1040,Đất,,,,,,,"10.9462,106.97855",106.97855,10.9462,False,,9063,Xã Bình Minh,13,Huyện Trảng Bom,,
140615279,Bán rẻ lô đất 72m2 full thổ - giáp dĩ an bán lổ,1730000000,1673146873145,1040,Đất,,,,,,,"10.94957,106.77796",106.77796,10.94957,False,,8939,Phường Tân Đông Hiệp,11,Thành phố Dĩ An,,
141397656,"Bán lô đất đường Nguyễn Đình Chiểu, Ngũ Hành Sơn",16900000000,1673146872000,1040,Đất,,,,,,,"16.02422,108.24555",108.24555,16.02422,False,,6890,Phường Khuê Mỹ,17,Quận Ngũ Hành Sơn,,
141397936,ĐẤT VIEW THỔ CƯ10m-950tr GIÁ RẺ Ở THỊ TRẤN DI LINH,950000000,1673146871000,1040,Đất,,,,,,,"11.57901,108.07491",108.07491,11.57901,False,,8602,Thị trấn Di Linh,57,Huyện Di Linh,,
141397943,Đất đẹp Tuy Lộc giá cả thương lượng 200m Thổ cư,1400000000,1673146865000,1040,Đất,,,,,,,"19.94371,105.89362",105.89362,19.94371,False,,5469,Xã Tuy Lộc,51,Huyện Hậu Lộc,,
141397910,"Bán gấp đất Tô Ký, Tân Xuân , Hóc Môn",4400000000,1673146809000,1040,Đất,,,,,,,"10.88303,106.60378",106.60378,10.88303,False,,9504,Xã Tân Xuân,117,Huyện Hóc Môn,,
140778916,200m Đất có sổ bình chánh,590000000,1673146684560,1040,Đất,,,,,,,"10.7256,106.52649",106.52649,10.7256,False,,9515,Xã Tân Nhựt,115,Huyện Bình Chánh,,
141397798,cần bán 1ha nằm giữ khu dân cư. ( QH đất ở 100%),1600000000,1673146630000,1040,Đất,,,,,,,"10.918347,108.036156",108.036156,10.918347,False,,7895,Xã Hàm Mỹ,42,Huyện Hàm Thuận Nam,,
141397532,"Lô đất 31x42m làm kho xưởng, Thuận An 1071",18000000000,1673146564000,1040,Đất,,,,,,,"10.91666,106.73095",106.73095,10.91666,False,,8952,Phường Bình Hòa,11,Thành phố Thuận An,,
141397755,"Đất thổ cư gần UB Bình Mỹ, DT 172m2 ( 5m x 35m)",2950000000,1673146538000,1040,Đất,,,,,,,"10.93994,106.635025",106.635025,10.93994,False,,9494,Xã Bình Mỹ,116,Huyện Củ Chi,,
135967486,"Đất Thành phố Thủ Đức 320m² giá 24,6 tỷ TL",24600000000,1673146521000,1040,Đất,,,,,,,"10.77618,106.69653",106.69653,10.77618,False,,9256,Phường Phước Long B (Quận 9 cũ),119,Thành phố Thủ Đức,,
140594862,"Nền xã bình phú, tp bến tre",350000000,1673146450832,1040,Đất,,,,,,,"10.23712,106.34932",106.34932,10.23712,False,,9916,Xã Bình Phú,26,Thành phố Bến Tre,,
141397655,Bán đất 700m2 ngang 20 KDC Thuận Giao Thuận An,17500000000,1673146371000,1040,Đất,,,,,,,"10.96304,106.72277",106.72277,10.96304,False,,8947,Phường Thuận Giao,11,Thành phố Thuận An,,
141397608,Bán đất RẺ 34tr/m2 Mạch Thị Liễu kế bên công viên,3100000000,1673146269000,1040,Đất,,,,,,,"10.92257,106.7647",106.7647,10.92257,False,,8939,Phường Tân Đông Hiệp,11,Thành phố Dĩ An,,
141397574,Mặt tiền Võ Văn Kiệt giá Siêu tốt,4125000000,1673146217000,1040,Đất,,,,,,,"16.426617,107.600815",107.600815,16.426617,False,,6728,Phường An Tây,40,Thành phố Huế,,
141397545,"BÁN VÀI NỀN TRỤC CHÍNH LT 3-4 NV CỪ, AN KHÁNH, NK",2290000000,1673146175000,1040,Đất,,,,,,,"10.04687,105.76999",105.76999,10.04687,False,,10739,Phường An Khánh,27,Quận Ninh Kiều,,
141397485,Bán đất Đức Hoà - Long An,2000000000,1673146064000,1040,Đất,,,,,,,"10.907031,106.39053",106.39053,10.907031,False,,9625,Thị trấn Hậu Nghĩa,32,Huyện Đức Hòa,,
141397483,"Đất thổ cư mặt tiền đường lớn, đối diện trường học",3000000000,1673146061000,1040,Đất,,,,,,,"10.74606,106.96216",106.96216,10.74606,False,,9096,Xã Long Đức,13,Huyện Long Thành,,
140337692,🏩ĐẤT MẶT TIỀN XÂY HOTEL NGAY HỒ XUÂN HƯƠNG,16200000000,1673146052742,1040,Đất,,,,,,,"11.94564,108.43891",108.43891,11.94564,False,,8525,Phường 1,57,Thành phố Đà Lạt,,
140334142,BÁN NỀN MẶT TIỀN ĐƯỜNG HOÀNG QUỐC VIỆT LỘ GIỚI 30M,9099000000,1673146040609,1040,Đất,,,,,,,"10.0147,105.74681",105.74681,10.0147,False,,10740,Phường An Bình,27,Quận Ninh Kiều,,
141314027,Bán Đất 5.3 x 15m hẻm 261 Đình Phong Phú Q9 4.5tỷ,4500000000,1673145979268,1040,Đất,,,,,,,"10.83673,106.78356",106.78356,10.83673,False,,9255,Phường Tăng Nhơn Phú B (Quận 9 cũ),119,Thành phố Thủ Đức,,
141397350,ĐẤT VIEW THỔ GIÁ RẺ XÃ ĐINH LẠC TÂN NGHĨA DI LINH,700000000,1673145915000,1040,Đất,,,,,,,"11.57466,108.01656",108.01656,11.57466,False,,8609,Xã Đinh Lạc,57,Huyện Di Linh,,
141060102,"Đất mặt tiền đường số 181, DT 353m2 ( 8,4m x 41m)",5000000000,1673145850575,1040,Đất,,,,,,,"10.93994,106.635025",106.635025,10.93994,False,,9494,Xã Bình Mỹ,116,Huyện Củ Chi,,
132880828,Cần bán gấp đất mặt tiền đường nhựa 15m,2950000000,1673145783268,1040,Đất,,,,,,,"10.97491,106.33332",106.33332,10.97491,False,,9629,Xã An Ninh Đông,32,Huyện Đức Hòa,,
140312980,NGỘP BÁN đất KDC Tiến Phước Lã Xuân Oai giá rẻ,3790000000,1673145730942,1040,Đất,,,,,,,"10.82798,106.8057",106.8057,10.82798,False,,9260,Phường Long Trường (Quận 9 cũ),119,Thành phố Thủ Đức,,
139485357,"Đất Đối diện Đại Ngọc Nội vụ, gần KCN Điện Ngọc",650000000,1673145719864,1040,Đất,,,,,,,"15.95161,108.25464",108.25464,15.95161,False,,6981,Phường Điện Ngọc,16,Thị xã Điện Bàn,,
141053482,"Nền 75m2 sh thổ cư Rạch Ông Tiêm, Tr.V.Nguyên CRan",1220000000,1673145663530,1040,Đất,,,,,,,"9.98358,105.76313",105.76313,9.98358,False,,10760,Phường Thường Thạnh,27,Quận Cái Răng,,
141242885,Đất nền ven biển sở hữu lâu dài,2100000000,1673145626413,1040,Đất,,,,,,,"15.18205,108.89073",108.89073,15.18205,False,,7170,Xã Tịnh Khê,47,Thành phố Quảng Ngãi,,
141307967,"Nền mặt tiền lớn View kè Cái Sơn, KV6, p.An Bình",12500000000,1673145623397,1040,Đất,,,,,,,"9.99863,105.74852",105.74852,9.99863,False,,10740,Phường An Bình,27,Quận Ninh Kiều,,
141397030,Thửa đất đẹp mặt tiền bám đường .,1750000000,1673145599000,1040,Đất,,,,,,,"20.6751,105.53808",105.53808,20.6751,False,,2093,Thị trấn Bo,5,Huyện Kim Bôi,,
141397227,"Đất Mặt tiền, Đường 10m, ngay Trạm Thu Phí, 5x30m",6500000000,1673145582000,1040,Đất,,,,,,,"10.82609,106.60307",106.60307,10.82609,False,,9458,Phường Bình Hưng Hoà B,108,Quận Bình Tân,,
141395810,chính chủ gửi bán 15ha đất rừng sản xuất tại Đà Ba,1050000000,1673145567000,1040,Đất,,,,,,,"20.87842,105.16297",105.16297,20.87842,False,,2052,Xã Đoàn Kết,5,Huyện Đà Bắc,,
140291408,"ĐẤT 10X42M MẶT TIỀN ĐƯỜNG SỐ 12 TAM BÌNH, THỦ ĐỨC",27000000000,1673145494474,1040,Đất,,,,,,,"10.83384,106.71945",106.71945,10.83384,False,,9241,Phường Tam Bình (Quận Thủ Đức cũ),119,Thành phố Thủ Đức,,
141396608,Thửa đất cách sông Bôi 50m và đường đã bê tông hoá,2400000000,1673145421000,1040,Đất,,,,,,,"20.67266,105.53663",105.53663,20.67266,False,,2093,Thị trấn Bo,5,Huyện Kim Bôi,,
136552133,"Đất bán 4x16,5 chỉ3ty900tr tên lửa, Bình Tân,tphcm",3900000000,1673145412000,1040,Đất,,,,,,,"10.759751,106.59082",106.59082,10.759751,False,,9462,Phường Tân Tạo,108,Quận Bình Tân,,
141397144,mặt tiền giá rẻ 49tr/m. nợ hậu đều. LG16m.xây CHDV,7939000000,1673145381000,1040,Đất,,,,,,,"10.84764,106.64958",106.64958,10.84764,False,,9275,Phường 9,110,Quận Gò Vấp,,
138473858,Giảm mạnh trước tết bán lô đất KDC view ga Metro 2,6500000000,1673145376931,1040,Đất,,,,,,,"10.82233,106.6238",106.6238,10.82233,False,,9237,Phường Tân Thới Nhất,107,Quận 12,,
141307683,bán gấp lô đất ăn tết,839000000,1673145334763,1040,Đất,,,,,,,"10.61757,106.58856",106.58856,10.61757,False,,9705,Xã Tân Kim,32,Huyện Cần Giuộc,,
141396254,"Đất bám đường nhựa liên tỉnh, view suối",4000000000,1673145275000,1040,Đất,,,,,,,"20.60565,105.69615",105.69615,20.60565,False,,11179,Xã Kim Lập,5,Huyện Kim Bôi,,
141102743,Cần bán lô đất thổ cư 100% SHR 4x14 250tr,250000000,1673145241128,1040,Đất,,,,,,,"10.85559,106.45637",106.45637,10.85559,False,,9637,Xã Đức Hòa Thượng,32,Huyện Đức Hòa,,
141306169,Cần chuyển nhượng đất thổ MT ấp Lộc Trung. Mỹ Lộc,2900000000,1673145241126,1040,Đất,,,,,,,"10.613144,106.635025",106.635025,10.613144,False,,9707,Xã Mỹ Lộc,32,Huyện Cần Giuộc,,
141397078,ĐẤT 5X16 MT KDC VĨNH LỘC BHH B BÌNH TÂN,4600000000,1673145230000,1040,Đất,,,,,,,"10.78174,106.61975",106.61975,10.78174,False,,9458,Phường Bình Hưng Hoà B,108,Quận Bình Tân,,
140356902,"ĐẤT 320M2-480TR ĐANG CHO THUÊ,GẦN TRƯỜNG HỌC CẤP 2",480000000,1673145189751,1040,Đất,,,,,,,"11.43607,106.61553",106.61553,11.43607,False,,8759,Thị trấn Chơn Thành,12,Huyện Chơn Thành,,
141194645,Đất khu dân cư huyện trảng bom,1350000000,1673145086264,1040,Đất,,,,,,,"10.95839,107.10217",107.10217,10.95839,False,,9057,Xã Sông Thao,13,Huyện Trảng Bom,,
139788476,Cần bán đất thổ cư sổ rieng thích hợp xây nhà,590000000,1673145077101,1040,Đất,,,,,,,"10.90664,107.10801",107.10801,10.90664,False,,9076,Xã Hưng Lộc,13,Huyện Thống Nhất,,
139273690,bán đất đường Hồ Văn Huê giá rẻ,1390000000,1673145006637,1040,Đất,,,,,,,"10.87473,106.91576",106.91576,10.87473,False,,8992,Phường Phước Tân,13,Thành phố Biên Hòa,,
140368610,Kẹt tiền bángấp đấtnền thổcư giárẻ 900tr.lộ xe 20t,900000000,1673144997484,1040,Đất,,,,,,,"10.246264,105.74098",105.74098,10.246264,False,,10420,Xã Tân Phú Trung,29,Huyện Châu Thành,,
141396972,❌ĐẤT MẶT TIỀN - LÊ TRỌNG BẬT.PHÚ BÀI GIÁ SỐC 1.380,1380000000,1673144995000,1040,Đất,,,,,,,"16.41978,107.6699",107.6699,16.41978,False,,6776,Phường Phú Bài,40,Thị xã Hương Thủy,,
141395939,"bán đất tại kim bôi, hòa binh",1500000000,1673144992000,1040,Đất,,,,,,,"20.67266,105.53663",105.53663,20.67266,False,,11181,Xã Hợp Tiến,5,Huyện Kim Bôi,,
